source,target,weight
AndrRgo1,cesarcalejon1,1
AndrRgo1,cervejadgarrafa,1
AndrRgo1,cassiooliveir_,1
AndrRgo1,buarqueana13,1
AndrRgo1,adamoantonioni,1
AndrRgo1,TiciaEvans,1
AndrRgo1,RonnyCombate,1
AndrRgo1,M_Cristian18,1
AndrRgo1,AngelJones_13,1
AndrRgo1,LulaSilvaLivre,1
AndrRgo1,JosDonizettiVi3,1
AndrRgo1,ElzaAugusta,1
AndrRgo1,EdsonFilho74,1
AndrRgo1,DielNascimento4,1
AndrRgo1,DREEZ_171,1
AndrRgo1,CarlucciMurilo,1
AndrRgo1,CarlosS48442375,1
Alexandremai5,buarqueana13,1
AlexandreVichn1,John_N4varro,1
AndreiaPatroci2,M_Cristian18,1
AMaluan2022,BrunoCalixto22,1
AdemarMelo,UdaJuris2022,1
AdemarMelo,JoaquinTeixeira,1
AUGUSTOBISPO01,Suzano_info,1
AUGUSTOBISPO01,MauricioCostaRS,1
AUGUSTOBISPO01,Elainnefaria1,1
AUGUSTOBISPO01,Danicarlasou,1
ANTONIOCAJNIOR1,nadiaprado7,1
ANTONIOCAJNIOR1,marcosaraujjoo,1
ANTONIOCAJNIOR1,lazarorosa25,1
ANTONIOCAJNIOR1,joaodomenech,1
ANTONIOCAJNIOR1,daniduncan,1
ANTONIOCAJNIOR1,consallys,1
ANTONIOCAJNIOR1,claudiofalatudo,1
ANTONIOCAJNIOR1,cesarcalejon1,1
ANTONIOCAJNIOR1,cervejadgarrafa,1
ANTONIOCAJNIOR1,buarqueana13,1
ANTONIOCAJNIOR1,MarcelaSaraivas,1
ANTONIOCAJNIOR1,DREEZ_171,1
AMaluan2022,rogercrist,1
AdemarMelo,Wallcostajf,1
Ademir1956Ap,lazarorosa25,1
Ademir1956Ap,lidiacorrea20,1
AgapitoVilson,MarcelaSaraivas,1
AgapitoVilson,lazarorosa25,1
AgapitoVilson,euailze,1
AgapitoVilson,consallys,1
AgapitoVilson,claudiofalatudo,1
AgapitoVilson,cesarcalejon1,1
AgapitoVilson,cervejadgarrafa,1
AgapitoVilson,cassiooliveir_,1
AgapitoVilson,RonnyCombate,1
AgapitoVilson,M_Cristian18,1
AdrianiCaap,DCDM115,1
AgapitoVilson,JosDonizettiVi3,1
AgapitoVilson,ElzaAugusta,1
AgapitoVilson,DREEZ_171,1
AgapitoVilson,AngelJones_13,1
Adriano19777131,UdaJuris2022,1
Adriano19777131,MauricioCostaRS,1
Adriano19777131,Kaiqueporto32,1
AdrianiCaap,FelipZimmer,1
AMaluan2022,Danicarlasou,1
ALutaPeloBrasil,psy_fps,1
Alexand94097183,paula1998_22,1
ALutaPeloBrasil,goncalves273,1
4rrud4,joaodomenech,1
4rrud4,cervejadgarrafa,1
3262paulo2356,lolaescreva,1
3262paulo2356,consallys,1
3262paulo2356,claudiofalatudo,1
3262paulo2356,cervejadgarrafa,1
3262paulo2356,MarcelaSaraivas,1
30110a91517e460,aurireis,1
30110a91517e460,Paulo_Dupont,1
30110a91517e460,Karinegtoledo,1
30110a91517e460,KaiolOof,1
30110a91517e460,Danicarlasou,1
2Vsft,Suzano_info,1
2Vsft,John_N4varro,1
2Vsft,DCDM115,1
22Helder22,vanete_araujo,1
22Helder22,John_N4varro,1
22Helder22,FelipZimmer,1
13Danreis,eoliveira2003,1
4rrud4,lazarorosa25,1
4rrud4,marcosaraujjoo,1
78IGR,KayrusFenix,1
ALDOBELLELI,marcoaurelio969,1
ALutaPeloBrasil,WillianWillCG,1
ALutaPeloBrasil,Kaiqueporto32,1
ALutaPeloBrasil,Jouberth19,1
ALutaPeloBrasil,JoaquinTeixeira,1
ALutaPeloBrasil,DCDM115,1
ALEGODOYBOTTINI,cervejadgarrafa,1
ALEGODOYBOTTINI,buarqueana13,1
ALEGODOYBOTTINI,CrisSilvaSJC,1
ALDOBELLELI,lugubremonotomo,1
78IGR,vanzuty,1
ALDOBELLELI,lira9344529,1
AG21D,mjmacul_lima,1
AFazend76488620,UdaJuris2022,1
ACrazyDreamer1,lazarorosa25,1
ACrazyDreamer1,euailze,1
ACrazyDreamer1,consallys,1
ACrazyDreamer1,cervejadgarrafa,1
8x8News,BrunoCalixto22,1
AgapitoVilson,marcosaraujjoo,1
AgnaldoRamosDS,linapaulaqueir1,1
Aicram39552326,RonnyCombate,1
AishaJanne,JosDonizettiVi3,1
Alessan32561408,Danicarlasou,1
Alessan32561408,DCDM115,1
Alessan32561408,Claudio25924351,1
Aleghiraldini,FelipZimmer,1
AledrDrumond,willmourds,1
AledrDrumond,vanzuty,1
AledrDrumond,sueli06832725,1
AledrDrumond,sabinanogueira1,1
AledrDrumond,mara_selma,1
AledrDrumond,leojardels,1
AledrDrumond,jozeneto_e,1
AledrDrumond,jdgrings,1
AledrDrumond,danoskigil,1
AledrDrumond,camilapa21,1
AledrDrumond,aro_marcia,1
AledrDrumond,almacigana7,1
AledrDrumond,Tio_Mou,1
AledrDrumond,Sampafalke,1
AledrDrumond,Paulo_Dupont,1
Alessan32561408,JoaquinTeixeira,1
Alessan32561408,MauricioCostaRS,1
Alessan32561408,Suzano_info,1
AlexFBar,AloyAV2,1
Alexand94097183,_winston_br,1
Alexand94097183,UdaJuris2022,1
Alexand94097183,GabryelyOlivei1,1
Alexand94097183,Danicarlasou,1
AlexFBar,aro_marcia,1
AlexFBar,Wallcostajf,1
AlexFBar,MauricioCostaRS,1
AlexFBar,DCDM115,1
Alessan51716001,vanzuty,1
Alessan32561408,aro_marcia,1
Alessan51716001,linapaulaqueir1,1
Alessan51716001,aro_marcia,1
Alessan51716001,Suzano_info,1
Alessan51716001,Sampafalke,1
Alessan51716001,Luisoli21929060,1
Alessan51716001,Edu210670,1
Alessan51716001,AlvesContabeis,1
Alessan32561408,vanzuty,1
AledrDrumond,OliverNoronha,1
AledrDrumond,MrochaNysoft,1
AledrDrumond,MeirocaSoares,1
AkosLiszt,cervejadgarrafa,1
Aleales8,MarcelaSaraivas,1
Aleales8,DREEZ_171,1
Alberto08494564,lira9344529,1
Alberto08494564,MauricioCostaRS,1
Alberto08494564,Danicarlasou,1
AkosLiszt,lazarorosa25,1
AkosLiszt,daniduncan,1
AkosLiszt,claudiofalatudo,1
AkosLiszt,_Janoninho,1
Aleales8,buarqueana13,1
AkosLiszt,MarcelaSaraivas,1
AkosLiszt,DielNascimento4,1
AkosLiszt,DREEZ_171,1
AishaJanne,nadiaprado7,1
AishaJanne,lazarorosa25,1
AishaJanne,joaodomenech,1
AishaJanne,claudiofalatudo,1
AishaJanne,cassiooliveir_,1
Aleales8,_Janoninho,1
Aleales8,cervejadgarrafa,1
AledrDrumond,Livco,1
AledrDrumond,BarretoAdriana6,1
AledrDrumond,Lindasod,1
AledrDrumond,Lano_iss,1
AledrDrumond,Jasminioficial3,1
AledrDrumond,IvairSouza4,1
AledrDrumond,EduPatricioSP,1
AledrDrumond,DruzianMonica,1
AledrDrumond,CinthiaMagal,1
AledrDrumond,BrunoCalixto22,1
AledrDrumond,AzyanKristopher,1
Aleales8,cesarcalejon1,1
AledrDrumond,AspasDireita,1
AledrDrumond,Andrisa01,1
Aleales8,marcosaraujjoo,1
Aleales8,lazarorosa25,1
Aleales8,euailze,1
Aleales8,daniduncan,1
Aleales8,consallys,1
Aleales8,claudiofalatudo,1
AndreiaPatroci2,EdsonFilho74,1
AndreiaPatroci2,MarcelaSaraivas,1
CleiaGasperi,lira9344529,1
CalM29541309,Tricolorspfc00,1
CamilaValria8,MrochaNysoft,1
CamilaValria8,AndreLuisfr22,1
CameriniDev,Suzano_info,1
CameriniDev,Kaiqueporto32,1
CameriniDev,EstelaEuMesmaSC,1
CameriniDev,Edu210670,1
CameriniDev,Danicarlasou,1
CalM29541309,vanzuty,1
CalM29541309,rexbonafide,1
CalM29541309,psy_fps,1
CalM29541309,mmichelemartins,1
CalM29541309,maxcilenealves4,1
CalM29541309,joaoeliud,1
CalM29541309,edmar_louzada2,1
CalM29541309,deborahtelles,1
CalM29541309,danoskigil,1
CalM29541309,aurireis,1
CalM29541309,aro_marcia,1
CalM29541309,aquiflavio,1
CamilaValria8,Suzano_info,1
Camilla36694011,AlvesContabeis,1
Camilla36694011,BrunoCalixto22,1
Carlo38420499,BrunoCalixto22,1
CarloGuida22,UdaJuris2022,1
CarloGuida22,Suzano_info,1
Carlo38420499,vanzuty,1
Carlo38420499,lugubremonotomo,1
Carlo38420499,gabrielpaulo221,1
Carlo38420499,PauloRo67507775,1
Carlo38420499,JoaquinTeixeira,1
Carlo38420499,E_PaKabah,1
Carlaprincesa3,Wallcostajf,1
Camilla36694011,DCDM115,1
Carlaprincesa3,FelipZimmer,1
Carlaprincesa3,CinthiaMagal,1
Camisa_amarela3,Luisoli21929060,1
Camisa_amarela3,JoaquinTeixeira,1
Camisa_amarela3,Elainnefaria1,1
Camilla36694011,Wagner_R_O,1
Camilla36694011,KaiolOof,1
Camilla36694011,Danicarlasou,1
CalM29541309,UdaJuris2022,1
CalM29541309,Suzano_info,1
BrunoMo29834017,lugubremonotomo,1
CalM29541309,Priscil10056408,1
CPavanJau,KaiolOof,1
CLAUDIALARANJA,Danicarlasou,1
CEspindolla,MauricioCostaRS,1
CELSORICARDOLo6,willmourds,1
CELSORICARDOLo6,julyylacerda,1
CELSORICARDOLo6,belcrischagas,1
CELSORICARDOLo6,Livco,1
CELSORICARDOLo6,JoaquinTeixeira,1
CELSORICARDOLo6,HelenaMeis,1
CARMO10813969,marianelazaro,1
CARMO10813969,MauricioCostaRS,1
CARMO10813969,JoaquinTeixeira,1
Bruno_srnunes7,psy_fps,1
Bruno_srnunes7,lugubremonotomo,1
Bruno_srnunes7,linapaulaqueir1,1
Bruno_srnunes7,Luisoli21929060,1
Bruno_srnunes7,FelipeFrazaorj,1
Bruno_srnunes7,Danicarlasou,1
Bruno_srnunes7,BaraoFarias,1
CPavanJau,Wallcostajf,1
CValgueredo,CornetaCritica,1
CValgueredo,DREEZ_171,1
CalM29541309,E_PaKabah,1
CalM29541309,Paulo_Dupont,1
CalM29541309,Na_Kamache,1
CalM29541309,MarloneBHMG,1
CalM29541309,MDemocracia22,1
CalM29541309,Lindasod,1
CalM29541309,LeoniceMariana1,1
CalM29541309,Joao_Freita32,1
CalM29541309,Felipefaria777,1
CalM29541309,Douglasvet33,1
CValgueredo,MarcianoBrito13,1
CalM29541309,Christi59322080,1
CalM29541309,CarolPollice,1
CalM29541309,AndreLuisfr22,1
CalM29541309,Ander_avante,1
CabruncoRuim,MeirocaSoares,1
CabruncoRuim,Danicarlasou,1
CabruncoRuim,BarretoAdriana6,1
CabruncoRuim,Amoresvidafeliz,1
CarlosDrum9,CinthiaMagal,1
CarlosDrum9,John_N4varro,1
CarlosDrum9,Wagner_R_O,1
CarlosDrum9,Wallcostajf,1
CinaraPereira7,Elainnefaria1,1
CibelePaula4,lugubremonotomo,1
CibelePaula4,UdaJuris2022,1
CibelePaula4,BrunoCalixto22,1
Christi59322080,UdaJuris2022,1
Christi59322080,Kaiqueporto32,1
Christi59322080,Elainnefaria1,1
Christi59322080,Danicarlasou,1
Christi59322080,BrunoCalixto22,1
Chriscyszk,jeizi_elen,1
Chriscyszk,Gerlanecostaf,1
Choe2022,Wallcostajf,1
Choe2022,Suzano_info,1
Choe2022,Luisoli21929060,1
Choe2022,Kaiqueporto32,1
Choe2022,Danicarlasou,1
Choe2022,BrunoCalixto22,1
Charles07683213,sorayabborges,1
Charles07683213,relidafernanda,1
CinthiaMagal,DCDM115,1
CinthiaMagal,Suzano_info,1
CintiaSAMello,BrunoCalixto22,1
Claudialula13,buarqueana13,1
CleiaGasperi,Jouberth19,1
CleiaGasperi,JoaquinTeixeira,1
CleiaGasperi,CPavanJau,1
CleiaGasperi,BrunoCalixto22,1
ClaupriP,PolticaDVerdade,1
ClaudioLinhar19,Edu210670,1
ClaudineiGalan,Danicarlasou,1
Claudialula13,consallys,1
Claudialula13,MDu2022,1
CintiaSAMello,Wallcostajf,1
ClaudiaGean5,FelipZimmer,1
ClaudiaGean5,DCDM115,1
Claudia94622157,lazarorosa25,1
Claudia94622157,joaodomenech,1
Claudia94622157,cesarcalejon1,1
Claudia94622157,_Janoninho,1
Cizinhah,cesarcalejon1,1
Cizinhah,CarlosS48442375,1
Charles07683213,danielmarks17,1
Charles07683213,buarqueana13,1
Charles07683213,_Janoninho,1
Carlos_Edu_82,Wallcostajf,1
Cassi44241258,Edu210670,1
CarvalhoCanada,eoliveira2003,1
CarolRi92672510,Wallcostajf,1
CarlosgomesMir2,marianelazaro,1
CarlosgomesMir2,Luisoli21929060,1
CarlosgomesMir2,Kaiqueporto32,1
CarlosgomesMir2,JoaquinTeixeira,1
CarlosgomesMir2,FelipZimmer,1
Carlos_Edu_82,Luisoli21929060,1
Cassi44241258,joaovoltou,1
Carlos_Edu_82,CinthiaMagal,1
CarlosS10521054,UdaJuris2022,1
CarlosS10521054,MauricioCostaRS,1
CarlosS10521054,Danicarlasou,1
CarlosS10521054,DCDM115,1
CarlosR68404460,aro_marcia,1
CarlosR68404460,BrunoCalixto22,1
CarlosDrum9,izaiaasp,1
Cassi44241258,MarloneBHMG,1
Cassiaholecko,Wagner_R_O,1
Charles07683213,P_de_Plotino,1
CeticoLover,consallys,1
Cf70Cristina,lazarorosa25,1
Cf70Cristina,cesarcalejon1,1
Cezar33601670,lazarorosa25,1
Cezar33601670,daniduncan,1
Cezar33601670,consallys,1
Cezar33601670,buarqueana13,1
CeticoLover,lazarorosa25,1
CeticoLover,joaodomenech,1
CeticoLover,cesarcalejon1,1
Cassiaholecko,aro_marcia,1
CeticoLover,cervejadgarrafa,1
CeticoLover,buarqueana13,1
CeticoLover,MarcelaSaraivas,1
CeticoLover,DREEZ_171,1
CelloCastro,lazarorosa25,1
Celia_Santana2,edmar_louzada2,1
Catarina_47,lazarorosa25,1
Cassiaholecko,marianelazaro,1
Bruno_srnunes7,AlvesContabeis,1
BrunoMo29834017,goncalves273,1
AndreiaPatroci2,MarcianoBrito13,1
AntoniaALacerda,AlvesContabeis,1
Arnaldo96251489,DoutorRedpill,1
Arnaldo96251489,DanaButlerr,1
Arnaldo96251489,DCDM115,1
Arnaldo96251489,BiaahD02,1
Arnaldo96251489,ApenasTruthNews,1
Arnaldo96251489,AloyAV2,1
ArivandaSantana,lugubremonotomo,1
ArivandaSantana,WillianWillCG,1
ArivandaSantana,Suzano_info,1
ArivandaSantana,FelipZimmer,1
ArivandaSantana,AnaPifano2,1
Antonio72990641,vanzuty,1
Antonio72990641,Danicarlasou,1
Antonio64592374,Danicarlasou,1
Antonio22759110,Wallcostajf,1
Antonio22759110,Suzano_info,1
Antonio22759110,JoaquinTeixeira,1
AntoniadePaula7,lazarorosa25,1
AntoniaALacerda,FelipZimmer,1
Arnaldo96251489,EMorengueira,1
Arnaldo96251489,Edu210670,1
Arnaldo96251489,EndterPierre,1
Arnaldo96251489,Wagner_R_O,1
Arnaldo96251489,leojardels,1
Arnaldo96251489,julyylacerda,1
Arnaldo96251489,juliartmy,1
Arnaldo96251489,izaiaasp,1
Arnaldo96251489,goncalves273,1
Arnaldo96251489,cardoso_boni,1
Arnaldo96251489,aro_marcia,1
Arnaldo96251489,aDaniCensurada,1
Arnaldo96251489,ValmorRicadO,1
Arnaldo96251489,Felipefaria777,1
Arnaldo96251489,PolticaDVerdade,1
Arnaldo96251489,MauricioCostaRS,1
Arnaldo96251489,LucianaSV29,1
Arnaldo96251489,LidiaConta,1
Arnaldo96251489,KayrusFenix,1
Arnaldo96251489,JoaquinTeixeira,1
Arnaldo96251489,IvairSouza4,1
Arnaldo96251489,GleissonOpus,1
AntoniaALacerda,Douglasvet33,1
Annotata1,UdaJuris2022,1
BrunaMa83538150,MauricioCostaRS,1
Annotata1,Suzano_info,1
AndrezaMarks,Claudio25924351,1
Andress01675173,Wallcostajf,1
Andress01675173,Suzano_info,1
AndreiaPatroci2,winsletpaulson,1
AndreiaPatroci2,queenvermelha13,1
AndreiaPatroci2,nadiaprado7,1
AndreiaPatroci2,lucivaniasousa,1
AndreiaPatroci2,lolaescreva,1
AndreiaPatroci2,lazarorosa25,1
AndreiaPatroci2,kelvin_a10,1
AndreiaPatroci2,euailze,1
AndreiaPatroci2,consallys,1
AndreiaPatroci2,claudiofalatudo,1
AndreiaPatroci2,cesarcalejon1,1
AndreiaPatroci2,cervejadgarrafa,1
AndreiaPatroci2,cassiooliveir_,1
AndreiaPatroci2,buarqueana13,1
AndreiaPatroci2,adamoantonioni,1
AndreiaPatroci2,RonnyCombate,1
AndrezaMarks,JoaquinTeixeira,1
AndrezaMarks,Wallcostajf,1
AngelaR22007377,BrunoCalixto22,1
AnjoDigital22,JoaquinTeixeira,1
Annotata1,FelipZimmer,1
AnnieDuarte14,um_forte,1
AnnieDuarte14,sueli06832725,1
AnnieDuarte14,fellipebambam,1
AnnieDuarte14,arrudamarlon_,1
AnnieDuarte14,Wallcostajf,1
AnnaMaciel13,Suzano_info,1
AnjoDigital22,Suzano_info,1
Aninha56465630,lazarorosa25,1
AngelaR22007377,FelipZimmer,1
Aninha56465630,daniduncan,1
Aninha56465630,cesarcalejon1,1
Aninha56465630,cervejadgarrafa,1
Aninha56465630,buarqueana13,1
Aninha56465630,DREEZ_171,1
Aninha56465630,CarlosS48442375,1
AngelaR22007377,Luisoli21929060,1
AngelaR22007377,KaiolOof,1
Arnaldo96251489,psy_fps,1
Arnaldo96251489,rafurss,1
Arnaldo96251489,sabinanogueira1,1
Arnaldo96251489,xavante21,1
BezzParisi,cervejadgarrafa,1
BezzParisi,MarcelaSaraivas,1
BezzParisi,DielNascimento4,1
BezzParisi,DREEZ_171,1
BezzParisi,CrisSilvaSJC,1
Bete90071388,winsletpaulson,1
Bete90071388,relidafernanda,1
Bete90071388,queenvermelha13,1
Bete90071388,mharcu_,1
Bete90071388,danielmarks17,1
Bete90071388,consallys,1
Bete90071388,claudiofalatudo,1
Bete90071388,cesarcalejon1,1
Bete90071388,cervejadgarrafa,1
Bete90071388,canalcoerencia,1
Bete90071388,buarqueana13,1
Bete90071388,RonnyCombate,1
Bete90071388,EdsonFilho74,1
Bete90071388,DielNascimento4,1
BezzParisi,lazarorosa25,1
BiaPinh45102496,Solphis_chan,1
BiaPinh45102496,_Janoninho,1
BobNoza,consallys,1
BrunaMa83538150,Kaiqueporto32,1
BrunaMa83538150,BrunoCalixto22,1
Brenoguerraaju,marianelazaro,1
Brenoguerraaju,SERGIOJUNIOR79r,1
BrenoETSantiago,aro_marcia,1
Bolsonaro22P,julyylacerda,1
Bolsonaro22P,Kaiqueporto32,1
BobNoza,marcosaraujjoo,1
BobNoza,cesarcalejon1,1
Binho4422,FelipeFrazaorj,1
BobNoza,cervejadgarrafa,1
BobNoza,RonnyCombate,1
BlendaKelly3,lolaescreva,1
BlendaKelly3,jeje_cricri,1
BlendaKelly3,euailze,1
BlendaKelly3,buarqueana13,1
BlendaKelly3,DREEZ_171,1
Binho4422,vanete_araujo,1
BertoniLeo,Suzano_info,1
BertoniLeo,Danicarlasou,1
BertoniLeo,CinthiaMagal,1
AstralColina,MeirocaSoares,1
Astuto31111581,lazarorosa25,1
Astuto31111581,consallys,1
Astuto31111581,_Janoninho,1
AstralSandro,nordestinanews,1
AstralSandro,danielmarks17,1
AstralSandro,buarqueana13,1
AstralSandro,MarcianoBrito13,1
AstralColina,vanzuty,1
AstralColina,Luciana33877651,1
Augustogilbucze,JoaquinTeixeira,1
AstralColina,LeoewalF,1
AstralColina,Karinegtoledo,1
AstralColina,John_N4varro,1
AstralColina,JoaquinTeixeira,1
AstralColina,GleissonOpus,1
AstralColina,CinthiaMagal,1
Artsuper8,Elainnefaria1,1
Artsuper8,CinthiaMagal,1
Augustogilbucze,FelipZimmer,1
AvelinoOL_,AndreaDamasce18,1
Benedit74003442,vanzuty,1
BawiGoncalves,cpavanini,1
Benedit74003442,izaiaasp,1
Benedit74003442,Suzano_info,1
Benedit74003442,Edu210670,1
Benedit74003442,Christi59322080,1
BbFrenetica,UdaJuris2022,1
BbFrenetica,Karinegtoledo,1
BbFrenetica,JoaquinTeixeira,1
BbFrenetica,DCDM115,1
BawiGoncalves,aro_marcia,1
AvelinoOL_,JoaquinTeixeira,1
BawiGoncalves,JoaquinTeixeira,1
Bastos_Gaabi22,Danicarlasou,1
Bastos_Gaabi22,BrunoCalixto22,1
AzMinhoka,JoaquinTeixeira,1
AzMinhoka,Fiuzafirmao2,1
AzMinhoka,FelipZimmer,1
AyltonBaptista,CarlosS48442375,1
AyltonBaptista,BrilhaEstrela13,1
JacqueMuller,Kaiqueporto32,1
JacqueMuller,MauricioCostaRS,1
JairCavalcant19,UdaJuris2022,1
Pitchucky,CrisSilvaSJC,1
Pitchucky,euailze,1
Pitchucky,daniduncan,1
Pitchucky,consallys,1
Pitchucky,cesarcalejon1,1
Pitchucky,cervejadgarrafa,1
Pitchucky,cassiooliveir_,1
Pitchucky,buarqueana13,1
Pitchucky,TiciaEvans,1
Pitchucky,RonaldoJBBarros,1
Pitchucky,PalhaWill,1
Pitchucky,OceanAlves,1
Pitchucky,OBrizolulista,1
Pitchucky,MarcelaSaraivas,1
Pitchucky,M_Cristian18,1
Pitchucky,JRBRONKO,1
Pitchucky,ElzaAugusta,1
Pitchucky,EdsonFilho74,1
Pitchucky,DielNascimento4,1
Pitchucky,DREEZ_171,1
Pitchucky,fonncllau10,1
Pitchucky,lazarorosa25,1
Pitchucky,lucivaniasousa,1
PomimF,viniciussexto,1
PrimilaMaria,daniduncan,1
PrimilaMaria,cesarcalejon1,1
PrimilaMaria,buarqueana13,1
PrimilaMaria,_Janoninho,1
PrimilaMaria,MarcelaSaraivas,1
PraianoLUIZH,lugubremonotomo,1
PraianoLUIZH,aro_marcia,1
PraianoLUIZH,JoaquinTeixeira,1
PomimF,Luisoli21929060,1
Pitchucky,netto41,1
PolimLimeira,Wallcostajf,1
PolimLimeira,Suzano_info,1
PloshCamila,vanete_araujo,1
PloshCamila,Wallcostajf,1
PloshCamila,JoaquinTeixeira,1
PloshCamila,CinthiaMagal,1
PloshCamila,BrunoCalixto22,1
Pitchucky,zurenemanique,1
Pitchucky,Cro_thom,1
Pitchucky,CornetaCritica,1
Patricia_Paes10,euailze,1
Pitchucky,AngelJones_13,1
PatyHelena8,cesarcalejon1,1
PatyHelena8,buarqueana13,1
PatyHelena8,EdsonFilho74,1
PatyHelena8,DielNascimento4,1
PatyHelena8,DREEZ_171,1
Paty501263321,sabinanogueira1,1
PatriotaAutnti1,FelipZimmer,1
Patriot2022_,linapaulaqueir1,1
Patriot2022_,UdaJuris2022,1
Patriot2022_,FelipZimmer,1
Patricia_Paes10,zurenemanique,1
Patricia_Paes10,winsletpaulson,1
Patricia_Paes10,oicram2016,1
Patricia_Paes10,nandatorres21,1
Patricia_Paes10,nadiaprado7,1
Patricia_Paes10,lolaescreva,1
Patricia_Paes10,lazarorosa25,1
Patricia_Paes10,joaodomenech,1
Patricia_Paes10,jeje_cricri,1
PatyHelena8,daniduncan,1
PatyHelena8,euailze,1
PatyHelena8,lazarorosa25,1
PedullaGabriela,DCDM115,1
Peter78840211,Suzano_info,1
Peter78840211,JoaquinTeixeira,1
Peter78840211,CinthiaMagal,1
PereiraRondon,Kaiqueporto32,1
PedullaGabriela,linapaulaqueir1,1
PedullaGabriela,UdaJuris2022,1
PedullaGabriela,LeoniceMariana1,1
PedullaGabriela,Danicarlasou,1
PedullaGabriela,ApenasTruthNews,1
PaulacbdeLima,KaiolOof,1
PedroJn03433803,John_N4varro,1
PedroGomez2210,sueli06832725,1
PedroGomez2210,MauricioCostaRS,1
PedroGomez2210,BrunoCalixto22,1
PauloBragaJr1,Luisoli21929060,1
PauloBragaJr1,BrunoCalixto22,1
PaulacbdeLima,lugubremonotomo,1
PaulacbdeLima,goncalves273,1
PrimilaMaria,euailze,1
PrimilaMaria,marcosaraujjoo,1
Prithyprea,Danicarlasou,1
ProsecutorMaste,DREEZ_171,1
RealMeDT,aro_marcia,1
RealMeDT,RejaneBP38,1
RealMeDT,PatriaAmada0709,1
RealMeDT,LeoniceMariana1,1
RealMeDT,Gerlanecostaf,1
RealMeDT,E_PaKabah,1
RealMeDT,CinthiaMagal,1
Raylane35861437,cardoso_boni,1
Raylane35861437,UdaJuris2022,1
RayaneRengifo,CinthiaMagal,1
Ravelo_Mortimer,almacigana7,1
Ravelo_Mortimer,Suzano_info,1
Ravelo_Mortimer,Karinegtoledo,1
Ravelo_Mortimer,KaiolOof,1
Ravelo_Mortimer,Felipefaria777,1
Ravelo_Mortimer,FelipZimmer,1
Raquelperess22,lugubremonotomo,1
Raquelperess22,WillianWillCG,1
Raquelperess22,BrunoCalixto22,1
RealMeDT,belcrischagas,1
RealMeDT,camilapa21,1
Rebolsominia,FelipeFrazaorj,1
RegBRAJP,MarcelaSaraivas,1
RegBRAJP,cesarcalejon1,1
RegBRAJP,cervejadgarrafa,1
RegBRAJP,cassiooliveir_,1
RegBRAJP,buarqueana13,1
RegBRAJP,adamoantonioni,1
RegBRAJP,RonnyCombate,1
RegBRAJP,OBrizolulista,1
RegBRAJP,MarcianoBrito13,1
RegBRAJP,EdsonFilho74,1
Rebolsominia,John_N4varro,1
RegBRAJP,DielNascimento4,1
RegBRAJP,DREEZ_171,1
RegBRAJP,CrisSilvaSJC,1
Rebolsominia,vanete_araujo,1
Rebolsominia,nirlamarques,1
Rebolsominia,Wallcostajf,1
Rebolsominia,Wagner_R_O,1
Rebolsominia,Pittyprovesi,1
Raquellgynlopes,UdaJuris2022,1
Raquellgynlopes,John_N4varro,1
Raquellgynlopes,Danicarlasou,1
RGLAMOUNIER,MauricioCostaRS,1
ROBERTA57596546,MarcelaSaraivas,1
ROBERTA57596546,EdsonFilho74,1
ROBERTA57596546,DREEZ_171,1
ROBERTA57596546,CarlosS48442375,1
RICRBR2,Fiuzafirmao2,1
RICRBR2,DCDM115,1
RICRBR2,AlvesContabeis,1
RICRBR2,AlexandreGade17,1
RGLAMOUNIER,LeoniceMariana1,1
ROBERTA57596546,RonnyCombate,1
RCLconservadora,Wallcostajf,1
RCLconservadora,Henriq3581,1
RCLconservadora,FranLSNeto,1
RCLconservadora,EMorengueira,1
ProsecutorMaste,marcosaraujjoo,1
ProsecutorMaste,lazarorosa25,1
ProsecutorMaste,_Janoninho,1
ProsecutorMaste,EdsonFilho74,1
ROBERTA57596546,OBrizolulista,1
ROBERTA57596546,buarqueana13,1
Raquellgynlopes,AspasDireita,1
RacylleThainna,UdaJuris2022,1
RaquelA43433137,leojardels,1
RaquelA43433137,UdaJuris2022,1
RaquelA43433137,DCDM115,1
Raquel33547872,FelipZimmer,1
RaphaelFrJesus,nayarathaf,1
RafaelEliezer5,Kaiqueporto32,1
RafaelEliezer5,CinthiaMagal,1
RacylleThainna,Wallcostajf,1
RacylleThainna,Kaiqueporto32,1
ROBERTA57596546,cassiooliveir_,1
RacylleThainna,Danicarlasou,1
RacylleThainna,BrunoCalixto22,1
ROBERTA57596546,oicram2016,1
ROBERTA57596546,lazarorosa25,1
ROBERTA57596546,euailze,1
ROBERTA57596546,claudiofalatudo,1
ROBERTA57596546,cesarcalejon1,1
ROBERTA57596546,cervejadgarrafa,1
Patricia_Paes10,giordano_girl,1
Patricia_Paes10,eliiwelton,1
RegBRAJP,consallys,1
Ohannaa98,joaovoltou,1
Oniramleffe,Edu210670,1
Oniramleffe,EMorengueira,1
Oniramleffe,DileniFeliz,1
Oniramleffe,DadsDaughter777,1
OliveiraVeri,marcosaraujjoo,1
OliveiraVeri,kelvin_a10,1
OliveiraVeri,claudiofalatudo,1
OliveiraVeri,carloscamargo,1
OliveiraVeri,Solphis_chan,1
OliveiraVeri,OBrizolulista,1
Ohannaa98,w_vichiolli,1
Ohannaa98,vanete_araujo,1
